run,model,weights,epoch,val_f1,val_acc,train_loss,seed,lr,unfreeze_lr,weight_decay,batch_size,grad_accum_steps,freeze_backbone_epochs,epochs_planned,amp,random_augmentation,csv_path,val_base,test_base,val_samples,test_samples,inferred_fields
dtd_resnet50_seed21_ep20_freeze5_val15_test5_20260205,resnet50,dtd,10,0.9021599243328734,0.9008264462809917,0.11110127644257078,21,0.0001,1e-05,0.0001,8,1,5,20,False,False,ground_truth.csv,121,40,121,40,seed
dtd_resnet50_seed21_ep20_freeze5_val15_test5_20260205,resnet50,dtd,11,0.9087372058921057,0.9090909090909091,0.08063634606672113,21,0.0001,1e-05,0.0001,8,1,5,20,False,False,ground_truth.csv,121,40,121,40,seed
dtd_resnet50_seed21_ep20_freeze5_val15_test5_20260205,resnet50,dtd,12,0.9100354191263282,0.9090909090909091,0.07337416232307188,21,0.0001,1e-05,0.0001,8,1,5,20,False,False,ground_truth.csv,121,40,121,40,seed
dtd_resnet50_seed21_ep20_freeze5_val15_test5_20260205,resnet50,dtd,13,0.9105734678461245,0.9090909090909091,0.07912803407827998,21,0.0001,1e-05,0.0001,8,1,5,20,False,False,ground_truth.csv,121,40,121,40,seed
dtd_resnet50_seed21_ep20_freeze5_val15_test5_20260205,resnet50,dtd,14,0.9173553719008265,0.9173553719008265,0.04467876086845809,21,0.0001,1e-05,0.0001,8,1,5,20,False,False,ground_truth.csv,121,40,121,40,seed
dtd_resnet50_seed21_ep20_freeze5_val15_test5_20260205,resnet50,dtd,15,0.9253304411844502,0.9256198347107438,0.038354646184222414,21,0.0001,1e-05,0.0001,8,1,5,20,False,False,ground_truth.csv,121,40,121,40,seed
dtd_resnet50_seed21_ep20_freeze5_val15_test5_20260205,resnet50,dtd,16,0.9258930073736824,0.9256198347107438,0.05888945091961887,21,0.0001,1e-05,0.0001,8,1,5,20,False,False,ground_truth.csv,121,40,121,40,seed
dtd_resnet50_seed21_ep20_freeze5_val15_test5_20260205,resnet50,dtd,17,0.9258930073736824,0.9256198347107438,0.03394118303065167,21,0.0001,1e-05,0.0001,8,1,5,20,False,False,ground_truth.csv,121,40,121,40,seed
dtd_resnet50_seed21_ep20_freeze5_val15_test5_20260205,resnet50,dtd,18,0.9173553719008265,0.9173553719008265,0.04633409863201725,21,0.0001,1e-05,0.0001,8,1,5,20,False,False,ground_truth.csv,121,40,121,40,seed
dtd_resnet50_seed21_ep20_freeze5_val15_test5_20260205,resnet50,dtd,19,0.89486875784636,0.8925619834710744,0.03203861986925684,21,0.0001,1e-05,0.0001,8,1,5,20,False,False,ground_truth.csv,121,40,121,40,seed
dtd_resnet50_seed21_ep20_freeze5_val15_test5_20260205,resnet50,dtd,20,0.8864937251300887,0.8842975206611571,0.03603297433182945,21,0.0001,1e-05,0.0001,8,1,5,20,False,False,ground_truth.csv,121,40,121,40,seed
dtd_resnet50_seed7_ep11,resnet50,dtd,1,0.7733333333333333,0.6304347826086957,0.6721105974014491,7,,,,,,,11,,False,ground_truth261.csv,46,46,46,46,"seed,epochs"
dtd_resnet50_seed7_ep11,resnet50,dtd,2,0.9206349206349206,0.8913043478260869,0.6007854194673773,7,,,,,,,11,,False,ground_truth261.csv,46,46,46,46,"seed,epochs"
dtd_resnet50_seed7_ep11,resnet50,dtd,3,0.9310344827586207,0.9130434782608695,0.4520904343422145,7,,,,,,,11,,False,ground_truth261.csv,46,46,46,46,"seed,epochs"
dtd_resnet50_seed7_ep11,resnet50,dtd,4,0.9285714285714286,0.9130434782608695,0.37935599554074956,7,,,,,,,11,,False,ground_truth261.csv,46,46,46,46,"seed,epochs"
dtd_resnet50_seed7_ep11,resnet50,dtd,5,0.9473684210526316,0.9347826086956522,0.2557668344615257,7,,,,,,,11,,False,ground_truth261.csv,46,46,46,46,"seed,epochs"
dtd_resnet50_seed7_ep11,resnet50,dtd,6,0.9473684210526316,0.9347826086956522,0.20910952254517437,7,,,,,,,11,,False,ground_truth261.csv,46,46,46,46,"seed,epochs"
dtd_resnet50_seed7_ep11,resnet50,dtd,7,0.9473684210526316,0.9347826086956522,0.19717135706993,7,,,,,,,11,,False,ground_truth261.csv,46,46,46,46,"seed,epochs"
dtd_resnet50_seed7_ep11,resnet50,dtd,8,0.9473684210526316,0.9347826086956522,0.20793494498484755,7,,,,,,,11,,False,ground_truth261.csv,46,46,46,46,"seed,epochs"
dtd_resnet50_seed7_ep11,resnet50,dtd,9,0.9473684210526316,0.9347826086956522,0.1950549554334928,7,,,,,,,11,,False,ground_truth261.csv,46,46,46,46,"seed,epochs"
dtd_resnet50_seed7_ep11,resnet50,dtd,10,0.9285714285714286,0.9130434782608695,0.09261845879971164,7,,,,,,,11,,False,ground_truth261.csv,46,46,46,46,"seed,epochs"
dtd_resnet50_seed7_ep11,resnet50,dtd,11,0.9310344827586207,0.9130434782608695,0.15054828108173526,7,,,,,,,11,,False,ground_truth261.csv,46,46,46,46,"seed,epochs"
lr_stability_resnet50_baseline_resnet50_lr-1e-4_seed-13,resnet50,imagenet,1,0.7850467289719627,0.6515151515151515,0.6743868777626439,13,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_baseline_resnet50_lr-1e-4_seed-13,resnet50,imagenet,2,0.7924528301886793,0.6666666666666666,0.6482200160958713,13,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_baseline_resnet50_lr-1e-4_seed-13,resnet50,imagenet,3,0.7924528301886793,0.6666666666666666,0.6359113190407143,13,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_baseline_resnet50_lr-1e-4_seed-13,resnet50,imagenet,4,0.8,0.6818181818181818,0.6179242024296209,13,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_baseline_resnet50_lr-1e-4_seed-13,resnet50,imagenet,5,0.8155339805825244,0.7121212121212122,0.5806398340185782,13,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_baseline_resnet50_lr-1e-4_seed-1337,resnet50,imagenet,1,0.8318584070796461,0.7121212121212122,0.6722913285843412,1337,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_baseline_resnet50_lr-1e-4_seed-1337,resnet50,imagenet,2,0.8318584070796461,0.7121212121212122,0.6631935942441898,1337,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_baseline_resnet50_lr-1e-4_seed-1337,resnet50,imagenet,3,0.8392857142857142,0.7272727272727273,0.6364111492508336,1337,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_baseline_resnet50_lr-1e-4_seed-1337,resnet50,imagenet,4,0.8545454545454546,0.7575757575757576,0.620994492132861,1337,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_baseline_resnet50_lr-1e-4_seed-1337,resnet50,imagenet,5,0.8518518518518519,0.7575757575757576,0.5918246348549548,1337,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_baseline_resnet50_lr-1e-4_seed-42,resnet50,imagenet,1,0.7884615384615385,0.6666666666666666,0.6743924483320767,42,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_baseline_resnet50_lr-1e-4_seed-42,resnet50,imagenet,2,0.7961165048543689,0.6818181818181818,0.653152099453417,42,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_baseline_resnet50_lr-1e-4_seed-42,resnet50,imagenet,3,0.7961165048543689,0.6818181818181818,0.640497981157518,42,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_baseline_resnet50_lr-1e-4_seed-42,resnet50,imagenet,4,0.8282828282828283,0.7424242424242424,0.6165253589475962,42,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_baseline_resnet50_lr-1e-4_seed-42,resnet50,imagenet,5,0.8541666666666666,0.7878787878787878,0.5681577965729219,42,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-3e-3_seed-13,resnet50,imagenet,1,0.8484848484848484,0.7727272727272727,0.6105183832403412,13,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-3e-3_seed-13,resnet50,imagenet,2,0.8484848484848484,0.7727272727272727,0.4915472033776735,13,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-3e-3_seed-13,resnet50,imagenet,3,0.865979381443299,0.803030303030303,0.49181635246465083,13,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-3e-3_seed-13,resnet50,imagenet,4,0.8571428571428571,0.7878787878787878,0.47310046392275873,13,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-3e-3_seed-13,resnet50,imagenet,5,0.8484848484848484,0.7727272727272727,0.42205801202838583,13,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-3e-3_seed-1337,resnet50,imagenet,1,0.8761904761904762,0.803030303030303,0.5953900113813859,1337,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-3e-3_seed-1337,resnet50,imagenet,2,0.8846153846153846,0.8181818181818182,0.538360466970537,1337,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-3e-3_seed-1337,resnet50,imagenet,3,0.9,0.8484848484848485,0.47888385252396864,1337,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-3e-3_seed-1337,resnet50,imagenet,4,0.9183673469387754,0.8787878787878788,0.44381145225431684,1337,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-3e-3_seed-1337,resnet50,imagenet,5,0.9,0.8484848484848485,0.4503184880753209,1337,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-3e-3_seed-42,resnet50,imagenet,1,0.8631578947368421,0.803030303030303,0.6078337350286039,42,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-3e-3_seed-42,resnet50,imagenet,2,0.8817204301075269,0.8333333333333334,0.5067626050764457,42,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-3e-3_seed-42,resnet50,imagenet,3,0.860215053763441,0.803030303030303,0.49001786605756087,42,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-3e-3_seed-42,resnet50,imagenet,4,0.9010989010989011,0.8636363636363636,0.4742596995337565,42,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-3e-3_seed-42,resnet50,imagenet,5,0.8817204301075269,0.8333333333333334,0.40984584200651125,42,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-5e-3_seed-13,resnet50,imagenet,1,0.845360824742268,0.7727272727272727,0.6105164152787144,13,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-5e-3_seed-13,resnet50,imagenet,2,0.865979381443299,0.803030303030303,0.47021945325055514,13,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-5e-3_seed-13,resnet50,imagenet,3,0.8936170212765957,0.8484848484848485,0.47056260021557483,13,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-5e-3_seed-13,resnet50,imagenet,4,0.8750000000000001,0.8181818181818182,0.4547093254058881,13,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-5e-3_seed-13,resnet50,imagenet,5,0.865979381443299,0.803030303030303,0.40338679565522906,13,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-5e-3_seed-1337,resnet50,imagenet,1,0.8761904761904762,0.803030303030303,0.5808784953857723,1337,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-5e-3_seed-1337,resnet50,imagenet,2,0.8737864077669905,0.803030303030303,0.5325108221486995,1337,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-5e-3_seed-1337,resnet50,imagenet,3,0.9292929292929293,0.8939393939393939,0.46253583339372073,1337,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-5e-3_seed-1337,resnet50,imagenet,4,0.9183673469387754,0.8787878787878788,0.42479874787474037,1337,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-5e-3_seed-1337,resnet50,imagenet,5,0.9,0.8484848484848485,0.436163075884482,1337,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-5e-3_seed-42,resnet50,imagenet,1,0.8723404255319149,0.8181818181818182,0.613018251787451,42,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-5e-3_seed-42,resnet50,imagenet,2,0.891304347826087,0.8484848484848485,0.49562068922179087,42,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-5e-3_seed-42,resnet50,imagenet,3,0.8539325842696629,0.803030303030303,0.4705903587820835,42,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-5e-3_seed-42,resnet50,imagenet,4,0.891304347826087,0.8484848484848485,0.46156232316691176,42,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_stability_resnet50_resnet50_lr-5e-3_seed-42,resnet50,imagenet,5,0.9010989010989011,0.8636363636363636,0.3994095462157314,42,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,"seed,lr"
lr_sweep_resnet50_high_resnet50_lr-0p0002,resnet50,imagenet,1,0.7884615384615385,0.6666666666666666,0.6679463861580182,,0.0002,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p0002,resnet50,imagenet,2,0.7961165048543689,0.6818181818181818,0.6382857856893898,,0.0002,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p0002,resnet50,imagenet,3,0.7961165048543689,0.6818181818181818,0.6255195098263877,,0.0002,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p0002,resnet50,imagenet,4,0.8282828282828283,0.7424242424242424,0.5999756468866104,,0.0002,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p0002,resnet50,imagenet,5,0.8631578947368421,0.803030303030303,0.5465785809477469,,0.0002,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p0005,resnet50,imagenet,1,0.780952380952381,0.6515151515151515,0.6512301324453569,,0.0005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p0005,resnet50,imagenet,2,0.8039215686274509,0.696969696969697,0.6050120491282385,,0.0005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p0005,resnet50,imagenet,3,0.8367346938775511,0.7575757575757576,0.5910735665855551,,0.0005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p0005,resnet50,imagenet,4,0.8453608247422679,0.7727272727272727,0.5609403001634699,,0.0005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p0005,resnet50,imagenet,5,0.8817204301075269,0.8333333333333334,0.5029973880688947,,0.0005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p0008,resnet50,imagenet,1,0.7961165048543689,0.6818181818181818,0.6381303654577499,,0.0008,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p0008,resnet50,imagenet,2,0.8282828282828283,0.7424242424242424,0.5827066356078127,,0.0008,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p0008,resnet50,imagenet,3,0.8453608247422679,0.7727272727272727,0.5671876530001935,,0.0008,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p0008,resnet50,imagenet,4,0.8541666666666666,0.7878787878787878,0.5355592414848787,,0.0008,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p0008,resnet50,imagenet,5,0.8817204301075269,0.8333333333333334,0.476584593492343,,0.0008,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p001,resnet50,imagenet,1,0.8039215686274509,0.696969696969697,0.6313516031530567,,0.001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p001,resnet50,imagenet,2,0.8453608247422679,0.7727272727272727,0.570881202929002,,0.001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p001,resnet50,imagenet,3,0.8453608247422679,0.7727272727272727,0.5540939547065505,,0.001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p001,resnet50,imagenet,4,0.8817204301075269,0.8333333333333334,0.5228766514394516,,0.001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p001,resnet50,imagenet,5,0.8817204301075269,0.8333333333333334,0.4636505683113758,,0.001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p002,resnet50,imagenet,1,0.8541666666666666,0.7878787878787878,0.6122945412657315,,0.002,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p002,resnet50,imagenet,2,0.8541666666666666,0.7878787878787878,0.5303412394640141,,0.002,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p002,resnet50,imagenet,3,0.8541666666666666,0.7878787878787878,0.5124185338504332,,0.002,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p002,resnet50,imagenet,4,0.8631578947368421,0.803030303030303,0.4893860396810044,,0.002,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p002,resnet50,imagenet,5,0.8817204301075269,0.8333333333333334,0.42909347428415057,,0.002,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p003,resnet50,imagenet,1,0.8631578947368421,0.803030303030303,0.6078337350286039,,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p003,resnet50,imagenet,2,0.8817204301075269,0.8333333333333334,0.5067626050764457,,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p003,resnet50,imagenet,3,0.860215053763441,0.803030303030303,0.49001786605756087,,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p003,resnet50,imagenet,4,0.9010989010989011,0.8636363636363636,0.4742596995337565,,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p003,resnet50,imagenet,5,0.8817204301075269,0.8333333333333334,0.40984584200651125,,0.003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p005,resnet50,imagenet,1,0.8723404255319149,0.8181818181818182,0.613018251787451,,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p005,resnet50,imagenet,2,0.891304347826087,0.8484848484848485,0.49562068922179087,,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p005,resnet50,imagenet,3,0.8539325842696629,0.803030303030303,0.4705903587820835,,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p005,resnet50,imagenet,4,0.891304347826087,0.8484848484848485,0.46156232316691176,,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_high_resnet50_lr-0p005,resnet50,imagenet,5,0.9010989010989011,0.8636363636363636,0.3994095462157314,,0.005,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-0p0001,resnet50,imagenet,1,0.7884615384615385,0.6666666666666666,0.6743924483320767,,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-0p0001,resnet50,imagenet,2,0.7961165048543689,0.6818181818181818,0.653152099453417,,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-0p0001,resnet50,imagenet,3,0.7961165048543689,0.6818181818181818,0.640497981157518,,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-0p0001,resnet50,imagenet,4,0.8282828282828283,0.7424242424242424,0.6165253589475962,,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-0p0001,resnet50,imagenet,5,0.8541666666666666,0.7878787878787878,0.5681577965729219,,0.0001,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-0p0003,resnet50,imagenet,1,0.7884615384615385,0.6666666666666666,0.6620807118881914,,0.0003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-0p0003,resnet50,imagenet,2,0.7961165048543689,0.6818181818181818,0.625414677804574,,0.0003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-0p0003,resnet50,imagenet,3,0.8118811881188119,0.7121212121212122,0.6116880756571776,,0.0003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-0p0003,resnet50,imagenet,4,0.8367346938775511,0.7575757575757576,0.5842764146794054,,0.0003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-0p0003,resnet50,imagenet,5,0.8723404255319149,0.8181818181818182,0.5296169956375781,,0.0003,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-1e-05,resnet50,imagenet,1,0.8,0.7272727272727273,0.6830491517719469,,1e-05,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-1e-05,resnet50,imagenet,2,0.8118811881188119,0.7121212121212122,0.6716420587740446,,1e-05,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-1e-05,resnet50,imagenet,3,0.8118811881188119,0.7121212121212122,0.655944618067347,,1e-05,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-1e-05,resnet50,imagenet,4,0.8453608247422679,0.7727272727272727,0.634541479492546,,1e-05,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-1e-05,resnet50,imagenet,5,0.8453608247422679,0.7727272727272727,0.5874236775071997,,1e-05,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-3e-05,resnet50,imagenet,1,0.8247422680412371,0.7424242424242424,0.6805558818623536,,3e-05,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-3e-05,resnet50,imagenet,2,0.7961165048543689,0.6818181818181818,0.6665579941039695,,3e-05,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-3e-05,resnet50,imagenet,3,0.8039215686274509,0.696969696969697,0.6520882822517166,,3e-05,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-3e-05,resnet50,imagenet,4,0.8453608247422679,0.7727272727272727,0.6302115811889333,,3e-05,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_resnet50_resnet50_lr-3e-05,resnet50,imagenet,5,0.8453608247422679,0.7727272727272727,0.5819939377164483,,3e-05,,,,,,,,True,ground_truth_ba.csv,66,66,66,66,lr
lr_sweep_squeezenet1_1_squeezenet1_1_lr-0p0001,squeezenet1_1,imagenet,1,0.7671232876712328,0.6222222222222222,0.7414022961007152,,0.0001,,,,,,,,False,ground_truth261.csv,45,45,45,45,lr
lr_sweep_squeezenet1_1_squeezenet1_1_lr-0p0001,squeezenet1_1,imagenet,2,0.7671232876712328,0.6222222222222222,0.6308482022961089,,0.0001,,,,,,,,False,ground_truth261.csv,45,45,45,45,lr
lr_sweep_squeezenet1_1_squeezenet1_1_lr-0p0001,squeezenet1_1,imagenet,3,0.7671232876712328,0.6222222222222222,0.5790032452068796,,0.0001,,,,,,,,False,ground_truth261.csv,45,45,45,45,lr
lr_sweep_squeezenet1_1_squeezenet1_1_lr-0p0001,squeezenet1_1,imagenet,4,0.7671232876712328,0.6222222222222222,0.5398133390605937,,0.0001,,,,,,,,False,ground_truth261.csv,45,45,45,45,lr
lr_sweep_squeezenet1_1_squeezenet1_1_lr-0p0001,squeezenet1_1,imagenet,5,0.7671232876712328,0.6222222222222222,0.5171981749482636,,0.0001,,,,,,,,False,ground_truth261.csv,45,45,45,45,lr
lr_sweep_squeezenet1_1_squeezenet1_1_lr-0p0003,squeezenet1_1,imagenet,1,0.7671232876712328,0.6222222222222222,0.6658114706462995,,0.0003,,,,,,,,False,ground_truth261.csv,45,45,45,45,lr
lr_sweep_squeezenet1_1_squeezenet1_1_lr-0p0003,squeezenet1_1,imagenet,2,0.7671232876712328,0.6222222222222222,0.594405667008756,,0.0003,,,,,,,,False,ground_truth261.csv,45,45,45,45,lr
